conn_id,tipification_group,tipification_detail,repeat_contact_flag
c01453,Billing,Incorrect Charge,1
c01454,Commercial,Portability Inquiry,0
c01455,Technical Support,Connectivity Issue,1
c01456,Retention,Cancellation Request,0
c01457,Retention,Cancellation Request,1
c01458,Technical Support,Connectivity Issue,0
c01459,Technical Support,Connectivity Issue,0
c01460,Technical Support,Connectivity Issue,0
c01461,Technical Support,Connectivity Issue,1
c01462,General Support,Other,1
c01463,General Support,Other,0
c01464,Retention,Cancellation Request,0
c01465,Technical Support,Connectivity Issue,0
c01466,Claims,Claim Follow-up,0
c01467,Retention,Cancellation Request,0
c01468,Technical Support,Connectivity Issue,0
c01469,Retention,Cancellation Request,0
c01470,Billing,Incorrect Charge,0
c01471,Retention,Cancellation Request,0
c01472,Digital Channels,Payment App Issue,0
c01473,Commercial,Portability Inquiry,0
c01474,Technical Support,Connectivity Issue,0
c01475,Technical Support,Connectivity Issue,0
c01476,Digital Channels,Payment App Issue,0
c01477,Digital Channels,Payment App Issue,0
c01478,Billing,Incorrect Charge,1
c01479,Billing,Incorrect Charge,0
c01480,Technical Support,Connectivity Issue,1
c01481,Commercial,Plan Change Request,0
c01482,General Support,Other,0
c01483,Billing,Incorrect Charge,0
c01484,Retention,Cancellation Request,0
c01485,Retention,Cancellation Request,0
c01486,Commercial,Portability Inquiry,0
c01487,Digital Channels,Payment App Issue,0
c01488,Digital Channels,Payment App Issue,1
c01489,Claims,Claim Follow-up,0
c01490,Technical Support,Connectivity Issue,1
c01491,Digital Channels,Payment App Issue,0
c01492,Technical Support,Connectivity Issue,0
c01493,Retention,Cancellation Request,1
c01494,Billing,Incorrect Charge,0
c01495,Technical Support,Connectivity Issue,0
c01496,Retention,Cancellation Request,1
c01497,Technical Support,Connectivity Issue,0
c01498,Billing,Incorrect Charge,0
c01499,Digital Channels,Payment App Issue,0
c01500,Technical Support,Connectivity Issue,0
c01501,Technical Support,Connectivity Issue,0
c01502,Commercial,Plan Change Request,0
c01503,Commercial,Plan Change Request,1
c01504,Commercial,Portability Inquiry,0
c01505,Commercial,Portability Inquiry,0
c01506,General Support,Other,0
c01507,Claims,Claim Follow-up,1
c01508,Billing,Incorrect Charge,1
c01509,Claims,Claim Follow-up,0
c01510,Technical Support,Connectivity Issue,0
c01511,Retention,Cancellation Request,0
c01512,Billing,Incorrect Charge,1
c01513,Retention,Cancellation Request,0
c01514,Claims,Claim Follow-up,0
c01515,Commercial,Plan Change Request,0
c01516,Technical Support,Connectivity Issue,1
c01517,Claims,Claim Follow-up,1
c01518,Claims,Claim Follow-up,1
c01519,Digital Channels,Payment App Issue,0
c01520,Claims,Claim Follow-up,1
c01521,General Support,Other,0
c01522,Digital Channels,Payment App Issue,0
c01523,Commercial,Plan Change Request,0
c01524,Technical Support,Connectivity Issue,0
c01525,Billing,Incorrect Charge,0
c01526,Claims,Claim Follow-up,1
c01527,Billing,Incorrect Charge,0
c01528,Technical Support,Connectivity Issue,0
c01529,Technical Support,Connectivity Issue,0
c01530,Technical Support,Connectivity Issue,0
c01531,Retention,Cancellation Request,1
c01532,Commercial,Portability Inquiry,0
c01533,Retention,Cancellation Request,1
c01534,Retention,Cancellation Request,0
c01535,Technical Support,Connectivity Issue,0
c01536,Claims,Claim Follow-up,0
c01537,Billing,Incorrect Charge,0
c01538,Technical Support,Connectivity Issue,0
c01539,Technical Support,Connectivity Issue,0
c01540,Digital Channels,Payment App Issue,0
c01541,Technical Support,Connectivity Issue,0
c01542,Technical Support,Connectivity Issue,0
c01543,Digital Channels,Payment App Issue,0
c01544,Commercial,Plan Change Request,1
c01545,Commercial,Plan Change Request,0
c01546,Billing,Incorrect Charge,0
c01547,Technical Support,Connectivity Issue,0
c01548,Billing,Incorrect Charge,0
c01549,Digital Channels,Payment App Issue,0
c01550,Digital Channels,Payment App Issue,0
c01551,Billing,Incorrect Charge,0
c01552,Technical Support,Connectivity Issue,0
c01553,General Support,Other,0
c01554,Technical Support,Connectivity Issue,0
c01555,Digital Channels,Payment App Issue,0
c01556,Commercial,Portability Inquiry,0
c01557,Digital Channels,Payment App Issue,0
c01558,Commercial,Plan Change Request,0
c01559,General Support,Other,0
c01560,Billing,Incorrect Charge,0
c01561,Claims,Claim Follow-up,0
c01562,Technical Support,Connectivity Issue,1
c01563,Digital Channels,Payment App Issue,1
c01564,Digital Channels,Payment App Issue,1
c01565,Technical Support,Connectivity Issue,1
c01566,Claims,Claim Follow-up,0
c01567,Technical Support,Connectivity Issue,0
c01568,General Support,Other,0
c01569,Billing,Incorrect Charge,0
c01570,Technical Support,Connectivity Issue,0
c01571,Technical Support,Connectivity Issue,0
c01572,Billing,Incorrect Charge,0
c01573,Billing,Incorrect Charge,1
c01574,Billing,Incorrect Charge,0
c01575,Billing,Incorrect Charge,0
c01576,Claims,Claim Follow-up,0
c01577,Commercial,Plan Change Request,0
c01578,Technical Support,Connectivity Issue,0
c01579,Billing,Incorrect Charge,0
c01580,Retention,Cancellation Request,0
c01581,Technical Support,Connectivity Issue,0
c01582,Technical Support,Connectivity Issue,0
c01583,Digital Channels,Payment App Issue,1
c01584,Billing,Incorrect Charge,0
c01585,Retention,Cancellation Request,0
c01586,Commercial,Plan Change Request,0
c01587,Technical Support,Connectivity Issue,1
c01588,Commercial,Plan Change Request,0
c01589,Commercial,Plan Change Request,1
c01590,Commercial,Plan Change Request,0
c01591,Commercial,Plan Change Request,0
c01592,General Support,Other,0
c01593,Billing,Incorrect Charge,0
c01594,Billing,Incorrect Charge,0
c01595,General Support,Other,0
c01596,Technical Support,Connectivity Issue,0
c01597,Technical Support,Connectivity Issue,0
c01598,Technical Support,Connectivity Issue,0
c01599,Retention,Cancellation Request,0
c01600,Technical Support,Connectivity Issue,1
c01601,Billing,Incorrect Charge,0
c01602,Technical Support,Connectivity Issue,1
c01603,Technical Support,Connectivity Issue,0
c01604,Technical Support,Connectivity Issue,0
c01605,Technical Support,Connectivity Issue,0
c01606,Technical Support,Connectivity Issue,0
c01607,Retention,Cancellation Request,0
c01608,Commercial,Plan Change Request,0
c01609,Commercial,Plan Change Request,0
c01610,Billing,Incorrect Charge,0
c01611,Commercial,Portability Inquiry,0
c01612,Commercial,Portability Inquiry,0
c01613,Commercial,Plan Change Request,0
c01614,Billing,Incorrect Charge,1
c01615,Technical Support,Connectivity Issue,0
c01616,Technical Support,Connectivity Issue,0
c01617,Retention,Cancellation Request,0
c01618,Billing,Incorrect Charge,0
c01619,Commercial,Plan Change Request,0
c01620,Commercial,Plan Change Request,0
c01621,Commercial,Portability Inquiry,0
c01622,Claims,Claim Follow-up,0
c01623,Digital Channels,Payment App Issue,1
c01624,Billing,Incorrect Charge,1
c01625,Billing,Incorrect Charge,0
c01626,Billing,Incorrect Charge,0
c01627,Technical Support,Connectivity Issue,0
c01628,Technical Support,Connectivity Issue,0
c01629,Digital Channels,Payment App Issue,1
c01630,Billing,Incorrect Charge,0
c01631,Claims,Claim Follow-up,0
c01632,Digital Channels,Payment App Issue,0
c01633,Retention,Cancellation Request,0
c01634,Commercial,Portability Inquiry,0
c01635,Commercial,Portability Inquiry,0
c01636,Billing,Incorrect Charge,0
c01637,Commercial,Plan Change Request,1
c01638,Technical Support,Connectivity Issue,0
c01639,Commercial,Plan Change Request,0
c01640,Billing,Incorrect Charge,0
c01641,Billing,Incorrect Charge,0
c01642,Billing,Incorrect Charge,0
c01643,Digital Channels,Payment App Issue,0
c01644,Commercial,Plan Change Request,0
c01645,Technical Support,Connectivity Issue,0
c01646,Digital Channels,Payment App Issue,0
c01647,Technical Support,Connectivity Issue,0
c01648,Technical Support,Connectivity Issue,0
c01649,Technical Support,Connectivity Issue,0
c01650,Technical Support,Connectivity Issue,0
c01651,Commercial,Plan Change Request,0
c01652,Billing,Incorrect Charge,0
c01653,Digital Channels,Payment App Issue,1
c01654,Commercial,Plan Change Request,0
c01655,Technical Support,Connectivity Issue,1
c01656,Claims,Claim Follow-up,1
c01657,Billing,Incorrect Charge,0
c01658,Billing,Incorrect Charge,1
c01659,Claims,Claim Follow-up,0
c01660,Technical Support,Connectivity Issue,0
c01661,Commercial,Plan Change Request,0
c01662,Billing,Incorrect Charge,0
c01663,Claims,Claim Follow-up,0
c01664,Commercial,Plan Change Request,1
c01665,Commercial,Plan Change Request,0
c01666,Billing,Incorrect Charge,0
c01667,Claims,Claim Follow-up,0
c01668,Billing,Incorrect Charge,0
c01669,Retention,Cancellation Request,0
c01670,Retention,Cancellation Request,0
c01671,Billing,Incorrect Charge,1
c01672,Digital Channels,Payment App Issue,1
c01673,Commercial,Portability Inquiry,0
c01674,Technical Support,Connectivity Issue,0
c01675,Commercial,Plan Change Request,0
c01676,Commercial,Plan Change Request,0
c01677,Commercial,Portability Inquiry,1
c01678,Claims,Claim Follow-up,0
c01679,Retention,Cancellation Request,0
c01680,Billing,Incorrect Charge,0
c01681,General Support,Other,1
c01682,Technical Support,Connectivity Issue,0
c01683,Retention,Cancellation Request,0
c01684,Digital Channels,Payment App Issue,0
c01685,Technical Support,Connectivity Issue,1
c01686,Billing,Incorrect Charge,1
c01687,Retention,Cancellation Request,0
c01688,Commercial,Portability Inquiry,0
c01689,Technical Support,Connectivity Issue,0
c01690,Billing,Incorrect Charge,1
c01691,Commercial,Plan Change Request,0
c01692,Digital Channels,Payment App Issue,0
c01693,Retention,Cancellation Request,0
c01694,Billing,Incorrect Charge,0
c01695,Commercial,Plan Change Request,0
c01696,Technical Support,Connectivity Issue,0
c01697,Claims,Claim Follow-up,0
c01698,Technical Support,Connectivity Issue,0
c01699,Technical Support,Connectivity Issue,0
c01700,Billing,Incorrect Charge,0
c01701,Claims,Claim Follow-up,0
c01702,Retention,Cancellation Request,0
c01703,Technical Support,Connectivity Issue,0
c01704,Billing,Incorrect Charge,1
c01705,Billing,Incorrect Charge,0
c01706,Billing,Incorrect Charge,1
c01707,Billing,Incorrect Charge,1
c01708,Technical Support,Connectivity Issue,1
c01709,Retention,Cancellation Request,0
c01710,Commercial,Portability Inquiry,0
c01711,General Support,Other,0
c01712,Billing,Incorrect Charge,1
c01713,Technical Support,Connectivity Issue,0
c01714,Digital Channels,Payment App Issue,0
c01715,Digital Channels,Payment App Issue,0
c01716,Billing,Incorrect Charge,0
c01717,General Support,Other,1
c01718,General Support,Other,0
c01719,Retention,Cancellation Request,0
c01720,Digital Channels,Payment App Issue,0
c01721,Technical Support,Connectivity Issue,1
c01722,Billing,Incorrect Charge,0
c01723,Technical Support,Connectivity Issue,0
c01724,Billing,Incorrect Charge,0
c01725,Retention,Cancellation Request,0
c01726,Retention,Cancellation Request,0
c01727,Billing,Incorrect Charge,0
c01728,Technical Support,Connectivity Issue,0
c01729,Billing,Incorrect Charge,0
c01730,Commercial,Plan Change Request,0
c01731,Claims,Claim Follow-up,0
c01732,Claims,Claim Follow-up,1
c01733,Commercial,Plan Change Request,0
c01734,Digital Channels,Payment App Issue,0
c01735,Technical Support,Connectivity Issue,0
c01736,General Support,Other,0
c01737,Billing,Incorrect Charge,0
c01738,Billing,Incorrect Charge,0
c01739,Retention,Cancellation Request,0
c01740,Billing,Incorrect Charge,0
c01741,Commercial,Portability Inquiry,0
c01742,Technical Support,Connectivity Issue,0
c01743,Billing,Incorrect Charge,1
c01744,Billing,Incorrect Charge,0
c01745,Digital Channels,Payment App Issue,0
c01746,Technical Support,Connectivity Issue,0
c01747,Retention,Cancellation Request,0
c01748,Technical Support,Connectivity Issue,0
c01749,Billing,Incorrect Charge,0
c01750,Technical Support,Connectivity Issue,1
c01751,Technical Support,Connectivity Issue,0
c01752,Claims,Claim Follow-up,0
c01753,Billing,Incorrect Charge,0
c01754,Billing,Incorrect Charge,0
c01755,Billing,Incorrect Charge,1
c01756,Technical Support,Connectivity Issue,0
c01757,Billing,Incorrect Charge,1
c01758,General Support,Other,0
c01759,Retention,Cancellation Request,0
c01760,Commercial,Plan Change Request,0
c01761,Commercial,Plan Change Request,0
c01762,Digital Channels,Payment App Issue,0
c01763,Commercial,Portability Inquiry,0
c01764,Claims,Claim Follow-up,0
c01765,Commercial,Plan Change Request,0
c01766,Billing,Incorrect Charge,0
c01767,General Support,Other,0
c01768,Retention,Cancellation Request,1
c01769,Technical Support,Connectivity Issue,1
c01770,Digital Channels,Payment App Issue,0
c01771,Digital Channels,Payment App Issue,0
c01772,Technical Support,Connectivity Issue,0
c01773,Billing,Incorrect Charge,0
c01774,Technical Support,Connectivity Issue,1
c01775,Technical Support,Connectivity Issue,0
c01776,Commercial,Plan Change Request,0
c01777,Billing,Incorrect Charge,1
c01778,Claims,Claim Follow-up,0
c01779,Commercial,Portability Inquiry,1
c01780,Commercial,Plan Change Request,1
c01781,Technical Support,Connectivity Issue,0
c01782,Retention,Cancellation Request,0
c01783,General Support,Other,0
c01784,Commercial,Plan Change Request,0
c01785,Technical Support,Connectivity Issue,0
c01786,Technical Support,Connectivity Issue,0
c01787,Commercial,Plan Change Request,0
c01788,Billing,Incorrect Charge,0
c01789,Technical Support,Connectivity Issue,0
c01790,Digital Channels,Payment App Issue,0
c01791,Claims,Claim Follow-up,0
c01792,Commercial,Portability Inquiry,0
c01793,Retention,Cancellation Request,0
c01794,Technical Support,Connectivity Issue,1
c01795,Commercial,Plan Change Request,0
c01796,Billing,Incorrect Charge,1
c01797,Claims,Claim Follow-up,0
c01798,Technical Support,Connectivity Issue,0
c01799,Claims,Claim Follow-up,1
c01800,Technical Support,Connectivity Issue,0
c01801,Commercial,Plan Change Request,0
c01802,Billing,Incorrect Charge,0
c01803,Technical Support,Connectivity Issue,0
c01804,Technical Support,Connectivity Issue,0
c01805,Retention,Cancellation Request,0
c01806,Billing,Incorrect Charge,1
c01807,Commercial,Portability Inquiry,0
c01808,Digital Channels,Payment App Issue,0
c01809,General Support,Other,0
c01810,Technical Support,Connectivity Issue,0
c01811,Commercial,Plan Change Request,0
c01812,Technical Support,Connectivity Issue,0
c01813,Claims,Claim Follow-up,1
c01814,Technical Support,Connectivity Issue,0
c01815,Technical Support,Connectivity Issue,0
c01816,Commercial,Plan Change Request,0
c01817,Digital Channels,Payment App Issue,0
c01818,Commercial,Portability Inquiry,0
c01819,Commercial,Portability Inquiry,0
c01820,Claims,Claim Follow-up,0
c01821,Digital Channels,Payment App Issue,0
c01822,Retention,Cancellation Request,0
c01823,Digital Channels,Payment App Issue,0
c01824,Billing,Incorrect Charge,1
c01825,Commercial,Plan Change Request,0
c01826,Technical Support,Connectivity Issue,0
c01827,Claims,Claim Follow-up,1
c01828,Billing,Incorrect Charge,0
c01829,Billing,Incorrect Charge,1
c01830,Technical Support,Connectivity Issue,0
c01831,Technical Support,Connectivity Issue,0
c01832,Billing,Incorrect Charge,0
c01833,Commercial,Plan Change Request,0
c01834,Technical Support,Connectivity Issue,0
c01835,Technical Support,Connectivity Issue,1
c01836,General Support,Other,0
c01837,Commercial,Plan Change Request,0
c01838,Digital Channels,Payment App Issue,1
c01839,Commercial,Portability Inquiry,1
c01840,Billing,Incorrect Charge,0
c01841,Commercial,Plan Change Request,1
c01842,Commercial,Plan Change Request,0
c01843,Retention,Cancellation Request,0
c01844,Billing,Incorrect Charge,0
c01845,Digital Channels,Payment App Issue,0
c01846,Commercial,Portability Inquiry,0
c01847,Retention,Cancellation Request,0
c01848,Technical Support,Connectivity Issue,0
c01849,Retention,Cancellation Request,0
c01850,Billing,Incorrect Charge,0
c01851,Billing,Incorrect Charge,0
c01852,Commercial,Plan Change Request,0
c01853,Commercial,Plan Change Request,1
c01854,Technical Support,Connectivity Issue,0
c01855,Commercial,Plan Change Request,0
c01856,Commercial,Plan Change Request,0
c01857,Technical Support,Connectivity Issue,0
c01858,Billing,Incorrect Charge,0
c01859,Retention,Cancellation Request,0
c01860,Commercial,Plan Change Request,0
c01861,Technical Support,Connectivity Issue,0
c01862,General Support,Other,0
c01863,Digital Channels,Payment App Issue,1
c01864,Technical Support,Connectivity Issue,1
c01865,Claims,Claim Follow-up,1
c01866,Technical Support,Connectivity Issue,0
c01867,Technical Support,Connectivity Issue,0
c01868,General Support,Other,0
c01869,General Support,Other,1
c01870,Technical Support,Connectivity Issue,0
c01871,Claims,Claim Follow-up,1
c01872,Commercial,Plan Change Request,1
c01873,Technical Support,Connectivity Issue,0
c01874,Billing,Incorrect Charge,0
c01875,Billing,Incorrect Charge,0
c01876,Technical Support,Connectivity Issue,0
c01877,Retention,Cancellation Request,0
c01878,Retention,Cancellation Request,1
c01879,Commercial,Portability Inquiry,0
c01880,Billing,Incorrect Charge,0
c01881,Retention,Cancellation Request,0
c01882,Claims,Claim Follow-up,1
c01883,Claims,Claim Follow-up,0
c01884,Digital Channels,Payment App Issue,0
c01885,Billing,Incorrect Charge,1
c01886,Billing,Incorrect Charge,0
c01887,General Support,Other,0
c01888,Claims,Claim Follow-up,0
c01889,Technical Support,Connectivity Issue,0
c01890,Claims,Claim Follow-up,1
c01891,Commercial,Plan Change Request,0
c01892,General Support,Other,0
c01893,Technical Support,Connectivity Issue,0
c01894,Commercial,Plan Change Request,0
c01895,Claims,Claim Follow-up,1
c01896,Technical Support,Connectivity Issue,1
c01897,Claims,Claim Follow-up,0
c01898,General Support,Other,0
c01899,General Support,Other,0
c01900,Billing,Incorrect Charge,0
c01901,Technical Support,Connectivity Issue,1
c01902,Retention,Cancellation Request,0
c01903,Commercial,Portability Inquiry,0
c01904,Digital Channels,Payment App Issue,0
c01905,Technical Support,Connectivity Issue,1
c01906,General Support,Other,0
c01907,Technical Support,Connectivity Issue,0
c01908,Billing,Incorrect Charge,0
c01909,Technical Support,Connectivity Issue,1
c01910,Commercial,Plan Change Request,1
c01911,Billing,Incorrect Charge,1
c01912,Digital Channels,Payment App Issue,1
c01913,Technical Support,Connectivity Issue,0
c01914,Billing,Incorrect Charge,1
c01915,Billing,Incorrect Charge,0
c01916,Technical Support,Connectivity Issue,0
c01917,Technical Support,Connectivity Issue,0
c01918,Billing,Incorrect Charge,0
c01919,Claims,Claim Follow-up,0
c01920,Technical Support,Connectivity Issue,1
c01921,Technical Support,Connectivity Issue,0
c01922,Billing,Incorrect Charge,0
c01923,Commercial,Plan Change Request,0
c01924,Retention,Cancellation Request,0
c01925,General Support,Other,0
c01926,Commercial,Plan Change Request,0
c01927,Billing,Incorrect Charge,0
c01928,Billing,Incorrect Charge,0
c01929,Retention,Cancellation Request,0
c01930,Commercial,Plan Change Request,1
c01931,Billing,Incorrect Charge,1
c01932,Technical Support,Connectivity Issue,0
c01933,Commercial,Plan Change Request,0
c01934,Commercial,Plan Change Request,1
c01935,Retention,Cancellation Request,1
c01936,Technical Support,Connectivity Issue,0
c01937,Technical Support,Connectivity Issue,0
c01938,Retention,Cancellation Request,1
c01939,Commercial,Plan Change Request,0
c01940,Technical Support,Connectivity Issue,0
c01941,Billing,Incorrect Charge,0
c01942,General Support,Other,0
c01943,Billing,Incorrect Charge,0
c01944,General Support,Other,0
c01945,Technical Support,Connectivity Issue,0
c01946,Technical Support,Connectivity Issue,0
c01947,Retention,Cancellation Request,0
c01948,Billing,Incorrect Charge,0
c01949,Commercial,Portability Inquiry,0
c01950,Commercial,Portability Inquiry,0
c01951,Billing,Incorrect Charge,1
c01952,Claims,Claim Follow-up,0
c01953,Commercial,Plan Change Request,0
c01954,Claims,Claim Follow-up,0
c01955,Digital Channels,Payment App Issue,0
c01956,Commercial,Plan Change Request,0
c01957,Commercial,Plan Change Request,0
c01958,Billing,Incorrect Charge,1
c01959,Retention,Cancellation Request,1
c01960,Digital Channels,Payment App Issue,0
c01961,Billing,Incorrect Charge,0
c01962,Commercial,Portability Inquiry,0
c01963,Technical Support,Connectivity Issue,0
c01964,Commercial,Portability Inquiry,0
c01965,Commercial,Plan Change Request,0
c01966,Digital Channels,Payment App Issue,0
c01967,Digital Channels,Payment App Issue,0
c01968,Billing,Incorrect Charge,0
c01969,Technical Support,Connectivity Issue,0
c01970,Technical Support,Connectivity Issue,0
c01971,Billing,Incorrect Charge,0
c01972,Billing,Incorrect Charge,0
c01973,Commercial,Plan Change Request,0
c01974,Retention,Cancellation Request,0
c01975,Technical Support,Connectivity Issue,0
c01976,Billing,Incorrect Charge,1
c01977,Billing,Incorrect Charge,1
c01978,Billing,Incorrect Charge,1
c01979,General Support,Other,0
c01980,Billing,Incorrect Charge,0
c01981,Technical Support,Connectivity Issue,0
c01982,Digital Channels,Payment App Issue,0
c01983,General Support,Other,0
c01984,Digital Channels,Payment App Issue,0
c01985,Commercial,Plan Change Request,0
c01986,Technical Support,Connectivity Issue,1
c01987,Technical Support,Connectivity Issue,0
c01988,Billing,Incorrect Charge,0
c01989,Retention,Cancellation Request,1
c01990,Commercial,Plan Change Request,0
c01991,Retention,Cancellation Request,0
c01992,Billing,Incorrect Charge,1
c01993,Commercial,Plan Change Request,0
c01994,Technical Support,Connectivity Issue,0
c01995,Commercial,Plan Change Request,0
c01996,Commercial,Portability Inquiry,0
c01997,Claims,Claim Follow-up,1
c01998,Technical Support,Connectivity Issue,1
c01999,Commercial,Plan Change Request,1
c02000,Claims,Claim Follow-up,0
c02001,Digital Channels,Payment App Issue,0
c02002,Billing,Incorrect Charge,0
c02003,Claims,Claim Follow-up,0
c02004,Technical Support,Connectivity Issue,1
c02005,Commercial,Portability Inquiry,0
c02006,Billing,Incorrect Charge,0
c02007,Commercial,Plan Change Request,0
c02008,Retention,Cancellation Request,0
c02009,Commercial,Portability Inquiry,0
c02010,Claims,Claim Follow-up,1
c02011,Technical Support,Connectivity Issue,0
c02012,Technical Support,Connectivity Issue,0
c02013,Digital Channels,Payment App Issue,0
c02014,Claims,Claim Follow-up,1
c02015,Digital Channels,Payment App Issue,0
c02016,Claims,Claim Follow-up,0
c02017,Commercial,Portability Inquiry,0
c02018,Digital Channels,Payment App Issue,0
c02019,Technical Support,Connectivity Issue,1
c02020,Technical Support,Connectivity Issue,0
c02021,Claims,Claim Follow-up,0
c02022,Technical Support,Connectivity Issue,1
c02023,Digital Channels,Payment App Issue,1
c02024,Retention,Cancellation Request,0
c02025,Claims,Claim Follow-up,0
c02026,Commercial,Plan Change Request,0
c02027,Technical Support,Connectivity Issue,1
c02028,Digital Channels,Payment App Issue,1
c02029,Technical Support,Connectivity Issue,0
c02030,Billing,Incorrect Charge,0
c02031,Technical Support,Connectivity Issue,0
c02032,Technical Support,Connectivity Issue,0
c02033,General Support,Other,1
c02034,Digital Channels,Payment App Issue,1
c02035,Technical Support,Connectivity Issue,1
c02036,Technical Support,Connectivity Issue,0
c02037,Claims,Claim Follow-up,0
c02038,Digital Channels,Payment App Issue,0
c02039,General Support,Other,0
c02040,Technical Support,Connectivity Issue,0
c02041,Billing,Incorrect Charge,0
c02042,Billing,Incorrect Charge,1
c02043,Technical Support,Connectivity Issue,1
c02044,Commercial,Portability Inquiry,0
c02045,Technical Support,Connectivity Issue,0
c02046,Retention,Cancellation Request,0
c02047,Digital Channels,Payment App Issue,0
c02048,Commercial,Portability Inquiry,0
c02049,Technical Support,Connectivity Issue,1
c02050,General Support,Other,0
c02051,Digital Channels,Payment App Issue,0
c02052,Technical Support,Connectivity Issue,0
c02053,Commercial,Portability Inquiry,0
c02054,Digital Channels,Payment App Issue,0
c02055,Commercial,Plan Change Request,0
c02056,Commercial,Plan Change Request,0
c02057,Technical Support,Connectivity Issue,0
c02058,Claims,Claim Follow-up,0
c02059,Retention,Cancellation Request,0
c02060,Commercial,Portability Inquiry,0
c02061,Technical Support,Connectivity Issue,0
c02062,Retention,Cancellation Request,0
c02063,Commercial,Plan Change Request,0
c02064,Billing,Incorrect Charge,1
c02065,Claims,Claim Follow-up,0
c02066,Claims,Claim Follow-up,1
c02067,Digital Channels,Payment App Issue,0
c02068,Technical Support,Connectivity Issue,0
c02069,Commercial,Portability Inquiry,0
c02070,Commercial,Portability Inquiry,0
c02071,Billing,Incorrect Charge,1
c02072,Technical Support,Connectivity Issue,1
c02073,Billing,Incorrect Charge,0
c02074,Commercial,Portability Inquiry,0
c02075,Claims,Claim Follow-up,0
c02076,Commercial,Plan Change Request,0
c02077,Retention,Cancellation Request,1
c02078,Retention,Cancellation Request,0
c02079,Technical Support,Connectivity Issue,1
c02080,Retention,Cancellation Request,0
c02081,Retention,Cancellation Request,1
c02082,Billing,Incorrect Charge,1
c02083,Billing,Incorrect Charge,1
c02084,General Support,Other,0
c02085,Billing,Incorrect Charge,0
c02086,Digital Channels,Payment App Issue,1
c02087,Claims,Claim Follow-up,0
c02088,Technical Support,Connectivity Issue,0
c02089,Commercial,Portability Inquiry,0
c02090,Commercial,Plan Change Request,0
c02091,Commercial,Plan Change Request,0
c02092,Commercial,Portability Inquiry,0
c02093,Digital Channels,Payment App Issue,0
c02094,Commercial,Plan Change Request,0
c02095,Commercial,Portability Inquiry,0
c02096,Retention,Cancellation Request,0
c02097,Claims,Claim Follow-up,0
c02098,Technical Support,Connectivity Issue,0
c02099,Commercial,Portability Inquiry,1
c02100,General Support,Other,0
c02101,Technical Support,Connectivity Issue,0
c02102,Technical Support,Connectivity Issue,0
c02103,Technical Support,Connectivity Issue,0
c02104,Technical Support,Connectivity Issue,1
c02105,Commercial,Portability Inquiry,1
c02106,Technical Support,Connectivity Issue,1
c02107,Commercial,Plan Change Request,0
c02108,Technical Support,Connectivity Issue,0
c02109,Technical Support,Connectivity Issue,1
c02110,Digital Channels,Payment App Issue,0
c02111,Technical Support,Connectivity Issue,0
c02112,Digital Channels,Payment App Issue,0
c02113,Billing,Incorrect Charge,1
c02114,Commercial,Portability Inquiry,0
c02115,Claims,Claim Follow-up,0
c02116,Commercial,Plan Change Request,1
c02117,Commercial,Plan Change Request,0
c02118,Retention,Cancellation Request,0
c02119,Claims,Claim Follow-up,0
c02120,Billing,Incorrect Charge,0
c02121,Technical Support,Connectivity Issue,0
c02122,Technical Support,Connectivity Issue,0
c02123,Technical Support,Connectivity Issue,0
c02124,Commercial,Portability Inquiry,1
c02125,Billing,Incorrect Charge,0
c02126,Commercial,Plan Change Request,0
c02127,Digital Channels,Payment App Issue,0
c02128,Commercial,Portability Inquiry,0
c02129,Retention,Cancellation Request,0
c02130,Billing,Incorrect Charge,1
c02131,Billing,Incorrect Charge,1
c02132,Commercial,Plan Change Request,0
c02133,Commercial,Portability Inquiry,0
c02134,Claims,Claim Follow-up,1
c02135,Claims,Claim Follow-up,0
c02136,Commercial,Plan Change Request,0
c02137,Digital Channels,Payment App Issue,0
c02138,Commercial,Portability Inquiry,1
c02139,Commercial,Plan Change Request,0
c02140,Billing,Incorrect Charge,0
c02141,Billing,Incorrect Charge,1
c02142,Digital Channels,Payment App Issue,0
c02143,Billing,Incorrect Charge,0
c02144,Technical Support,Connectivity Issue,0
c02145,Billing,Incorrect Charge,0
c02146,Technical Support,Connectivity Issue,0
c02147,Claims,Claim Follow-up,1
c02148,Billing,Incorrect Charge,0
c02149,Claims,Claim Follow-up,1
c02150,Technical Support,Connectivity Issue,1
c02151,Claims,Claim Follow-up,0
c02152,Claims,Claim Follow-up,0
c02153,Commercial,Plan Change Request,0
c02154,General Support,Other,0
c02155,Technical Support,Connectivity Issue,0
c02156,Technical Support,Connectivity Issue,0
c02157,Commercial,Plan Change Request,0
c02158,Claims,Claim Follow-up,0
c02159,Digital Channels,Payment App Issue,0
c02160,Commercial,Plan Change Request,0
c02161,Retention,Cancellation Request,1
c02162,Technical Support,Connectivity Issue,0
c02163,Technical Support,Connectivity Issue,0
c02164,Billing,Incorrect Charge,0
c02165,Billing,Incorrect Charge,0
c02166,Technical Support,Connectivity Issue,1
c02167,Commercial,Portability Inquiry,0
c02168,Digital Channels,Payment App Issue,0
c02169,General Support,Other,0
c02170,Commercial,Plan Change Request,0
c02171,Billing,Incorrect Charge,1
c02172,Billing,Incorrect Charge,1
c02173,Commercial,Portability Inquiry,0
c02174,Commercial,Plan Change Request,0
